ID,year,month,day,doc,bay,region,latitude,longitude,TL_mm,age,predict.age,final.age,hdate
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2294,-160.5626,54,NA,92,92,106
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2293,-160.5518,54,NA,92,92,106
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2293,-160.5518,54,NA,95,95,103
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2293,-160.5518,54,NA,95,95,103
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2197,-160.5484,54,NA,92,92,106
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2197,-160.5484,54,NA,92,92,106
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,54,NA,106,106,91
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,54,NA,103,103,94
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,54,NA,103,103,94
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,54,NA,102,102,95
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,54,NA,104,104,93
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,54,NA,102,102,95
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,54,NA,105,105,92
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,54,NA,104,104,93
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,54,NA,103,103,94
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0692,-160.1136,54,NA,91,91,104
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0692,-160.1136,54,NA,93,93,102
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.069,-160.1297,54,NA,92,92,103
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0559,-153.6501,54,NA,103,103,87
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0559,-153.6501,54,NA,103,103,87
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,54,NA,102,102,88
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6531,54,NA,104,104,86
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6531,54,NA,102,102,88
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0606,-153.7086,54,NA,101,101,89
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1092,-156.4602,54,NA,94,94,94
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,54,NA,93,93,95
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,54,NA,92,92,96
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,54,NA,94,94,94
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,54,NA,95,95,93
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,54,NA,92,92,96
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,54,NA,93,93,95
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,54,NA,95,95,93
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,54,NA,93,93,95
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,54,NA,95,95,93
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,54,NA,94,94,94
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,54,NA,95,95,93
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,54,NA,92,92,96
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,54,NA,92,92,96
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,54,NA,93,93,95
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,54,NA,92,92,96
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,54,NA,92,92,96
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,54,NA,93,93,95
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,54,NA,93,93,95
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,54,NA,91,91,97
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,54,NA,94,94,94
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1048,-156.4585,54,NA,94,94,91
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1048,-156.4585,54,NA,95,95,90
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1048,-156.4585,54,NA,92,92,93
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1093,-156.4602,54,NA,92,92,93
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1046,-156.4717,54,NA,94,94,91
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1042,-156.4766,54,NA,95,95,90
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7686,-152.2738,54,NA,101,101,83
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7686,-152.2738,54,NA,101,101,83
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7686,-152.2738,54,NA,98,98,86
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7686,-152.2738,54,NA,101,101,83
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7239,-152.259,54,NA,101,101,83
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7239,-152.259,54,NA,101,101,83
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7794,-152.2769,54,NA,101,101,83
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7794,-152.2769,54,NA,100,100,84
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7783,-152.2506,54,NA,99,99,85
NA,2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1048,-156.4586,55,NA,108,108,119
NA,2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1071,-156.4564,55,NA,112,112,115
NA,2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1071,-156.4564,55,NA,109,109,118
NA,2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1071,-156.4564,55,NA,112,112,115
NA,2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1071,-156.4564,55,NA,113,113,114
NA,2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1093,-156.4602,55,NA,109,109,118
NA,2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1041,-156.4766,55,NA,109,109,118
NA,2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1041,-156.4766,55,NA,108,108,119
NA,2021,Aug,4,216,Kaiugnak Bay,Kaiugnak Bay,57.0606,-153.7056,55,NA,96,96,120
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.228,-160.5598,55,NA,105,105,108
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.228,-160.5598,55,NA,107,107,106
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2303,-160.5485,55,NA,106,106,107
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5518,55,NA,105,105,108
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5623,55,NA,104,104,109
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5623,55,NA,104,104,109
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5623,55,NA,105,105,108
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5623,55,NA,106,106,107
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2294,-160.5646,55,NA,106,106,107
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2294,-160.5646,55,NA,105,105,108
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2307,-160.5694,55,NA,105,105,108
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,55,NA,105,105,106
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,55,NA,105,105,105
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,55,NA,104,104,106
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,55,NA,106,106,104
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,55,NA,106,106,104
NA,2018,July,26,207,Sand Point,Shumagin Islands,55.3204,-160.5207,55,NA,104,104,103
NA,2018,July,26,207,Sand Point,Shumagin Islands,55.2535,-160.5241,55,NA,104,104,103
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2309,-160.5682,55,NA,95,95,110
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2309,-160.5682,55,NA,95,95,110
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2304,-160.5484,55,NA,96,96,109
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5623,55,NA,94,94,111
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5623,55,NA,96,96,109
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5623,55,NA,96,96,109
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3204,-160.5204,55,NA,96,96,106
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,55,NA,95,95,107
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,55,NA,94,94,108
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,55,NA,95,95,107
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0693,-160.1138,55,NA,93,93,108
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0668,-160.1265,55,NA,95,95,106
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0668,-160.1265,55,NA,95,95,106
NA,2022,July,19,200,Kaiugnak Bay,Kaiugnak Bay,57.0607,-153.7889,55,NA,93,93,107
NA,2022,July,19,200,Kaiugnak Bay,Kaiugnak Bay,57.0607,-153.7889,55,NA,97,97,103
NA,2022,July,19,200,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6747,55,NA,96,96,104
NA,2022,July,19,200,Sand Point,Shumagin Islands,55.3204,-160.5201,55,NA,94,94,106
NA,2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0695,-160.114,55,NA,96,96,104
NA,2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0695,-160.114,55,NA,93,93,107
NA,2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0695,-160.114,55,NA,93,93,107
NA,2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0689,-160.1297,55,NA,94,94,106
NA,2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0689,-160.1297,55,NA,95,95,105
NA,2021,July,17,198,Falmouth Bay,Shumagin Islands,55.0636,-160.1169,55,NA,93,93,105
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2293,-160.5518,55,NA,95,95,103
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1132,-156.4796,55,NA,105,105,92
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,55,NA,106,106,91
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,55,NA,106,106,91
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,55,NA,104,104,93
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,55,NA,107,107,90
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1045,-156.4712,55,NA,104,104,93
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1045,-156.4712,55,NA,106,106,91
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1045,-156.4712,55,NA,104,104,93
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2311,-160.5681,55,NA,94,94,102
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5515,55,NA,96,96,100
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2304,-160.5484,55,NA,93,93,103
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0692,-160.1136,55,NA,95,95,100
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0692,-160.1136,55,NA,93,93,102
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,55,NA,93,93,102
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0559,-153.6501,55,NA,101,101,89
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,55,NA,101,101,89
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,55,NA,102,102,88
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,55,NA,100,100,90
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,55,NA,103,103,87
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,55,NA,104,104,86
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,55,NA,102,102,88
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,55,NA,100,100,90
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6531,55,NA,102,102,88
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.057,-153.7047,55,NA,101,101,89
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.057,-153.7047,55,NA,102,102,88
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1092,-156.4602,55,NA,96,96,92
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1092,-156.4602,55,NA,95,95,93
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1092,-156.4602,55,NA,94,94,94
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1073,-156.4562,55,NA,97,97,91
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1073,-156.4562,55,NA,93,93,95
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1073,-156.4562,55,NA,93,93,95
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,55,NA,96,96,92
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,55,NA,94,94,94
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,55,NA,96,96,92
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,55,NA,94,94,94
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,55,NA,94,94,94
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,55,NA,94,94,94
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,55,NA,94,94,94
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,55,NA,94,94,94
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,55,NA,95,95,93
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,55,NA,93,93,95
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,55,NA,96,96,92
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,55,NA,94,94,94
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,55,NA,94,94,94
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,55,NA,93,93,95
NA,2023,July,7,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,55,NA,95,95,93
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1048,-156.4585,55,NA,94,94,91
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1046,-156.4717,55,NA,95,95,90
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1042,-156.4766,55,NA,94,94,91
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1042,-156.4766,55,NA,96,96,89
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1042,-156.4766,55,NA,96,96,89
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1042,-156.4766,55,NA,97,97,88
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7686,-152.2738,55,NA,99,99,85
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7239,-152.259,55,NA,100,100,84
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7239,-152.259,55,NA,101,101,83
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7239,-152.259,55,NA,103,103,81
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7794,-152.2769,55,NA,100,100,84
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7794,-152.2769,55,NA,102,102,82
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7794,-152.2769,55,NA,102,102,82
NA,2020,July,2,184,Cook Bay,Eastern Kodiak,57.7783,-152.2506,55,NA,102,102,82
NA,2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1071,-156.4564,56,NA,111,111,116
NA,2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1071,-156.4564,56,NA,111,111,116
NA,2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1046,-156.4717,56,NA,111,111,116
NA,2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1041,-156.4766,56,NA,110,110,117
NA,2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1041,-156.4766,56,NA,109,109,118
NA,2021,Aug,4,216,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,56,NA,98,98,118
NA,2020,Aug,1,214,Kaiugnak Bay,Kaiugnak Bay,57.0709,-153.6748,56,NA,97,97,117
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.228,-160.5598,56,NA,105,105,108
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2303,-160.5485,56,NA,106,106,107
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2303,-160.5485,56,NA,106,106,107
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2303,-160.5485,56,NA,105,105,108
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2303,-160.5485,56,NA,107,107,106
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2303,-160.5485,56,NA,107,107,106
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5518,56,NA,109,109,104
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2294,-160.5646,56,NA,106,106,107
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2294,-160.5646,56,NA,109,109,104
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2294,-160.5646,56,NA,106,106,107
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2294,-160.5646,56,NA,107,107,106
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2307,-160.5694,56,NA,107,107,106
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,56,NA,108,108,103
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,56,NA,107,107,104
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,56,NA,107,107,104
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,56,NA,108,108,103
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,56,NA,106,106,105
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,56,NA,107,107,103
NA,2018,July,26,207,Sand Point,Shumagin Islands,55.3204,-160.5207,56,NA,107,107,100
NA,2018,July,26,207,Sand Point,Shumagin Islands,55.3204,-160.5207,56,NA,105,105,102
NA,2018,July,26,207,Sand Point,Shumagin Islands,55.3204,-160.5207,56,NA,107,107,100
NA,2018,July,26,207,Sand Point,Shumagin Islands,55.2535,-160.5241,56,NA,105,105,102
NA,2018,July,26,207,Sand Point,Shumagin Islands,55.2535,-160.5241,56,NA,107,107,100
NA,2018,July,26,207,Sand Point,Shumagin Islands,55.2535,-160.5241,56,NA,106,106,101
NA,2018,July,26,207,Sand Point,Shumagin Islands,55.2535,-160.5241,56,NA,106,106,101
NA,2018,July,26,207,Sand Point,Shumagin Islands,55.2535,-160.5241,56,NA,105,105,102
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2309,-160.5682,56,NA,96,96,109
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2304,-160.5484,56,NA,96,96,109
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5519,56,NA,98,98,107
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5623,56,NA,96,96,109
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5623,56,NA,96,96,109
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5623,56,NA,97,97,108
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5623,56,NA,98,98,107
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2294,-160.5646,56,NA,96,96,109
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2294,-160.5646,56,NA,96,96,109
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2294,-160.5646,56,NA,96,96,109
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3204,-160.5204,56,NA,95,95,107
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3204,-160.5204,56,NA,97,97,105
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0693,-160.1138,56,NA,97,97,104
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0693,-160.1138,56,NA,96,96,105
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0693,-160.1138,56,NA,97,97,104
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0693,-160.1138,56,NA,96,96,105
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0693,-160.1138,56,NA,96,96,105
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0693,-160.1138,56,NA,96,96,105
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0685,-160.1126,56,NA,95,95,106
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,56,NA,97,97,104
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,56,NA,96,96,105
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0668,-160.1265,56,NA,97,97,104
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0668,-160.1265,56,NA,97,97,104
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0668,-160.1265,56,NA,96,96,105
NA,2022,July,19,200,Kaiugnak Bay,Kaiugnak Bay,57.0607,-153.7889,56,NA,98,98,102
NA,2022,July,19,200,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6747,56,NA,98,98,102
NA,2022,July,19,200,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,56,NA,96,96,104
NA,2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0695,-160.114,56,NA,94,94,106
NA,2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0695,-160.114,56,NA,98,98,102
NA,2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0686,-160.1128,56,NA,97,97,103
NA,2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0689,-160.1297,56,NA,95,95,105
NA,2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0689,-160.1297,56,NA,98,98,102
NA,2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0689,-160.1297,56,NA,94,94,106
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,56,NA,106,106,91
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,56,NA,108,108,89
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,56,NA,107,107,90
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,56,NA,108,108,89
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,56,NA,108,108,89
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,56,NA,108,108,89
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,56,NA,108,108,89
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2295,-160.5646,56,NA,96,96,100
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0692,-160.1136,56,NA,97,97,98
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0692,-160.1136,56,NA,93,93,102
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0733,-153.6708,56,NA,101,101,89
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,56,NA,104,104,86
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,56,NA,101,101,89
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,56,NA,101,101,89
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,56,NA,102,102,88
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,56,NA,102,102,88
NA,2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,56,NA,102,102,88
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1073,-156.4562,56,NA,95,95,93
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1073,-156.4562,56,NA,97,97,91
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,56,NA,98,98,90
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,56,NA,95,95,93
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,56,NA,97,97,91
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,56,NA,97,97,91
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,56,NA,95,95,93
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,56,NA,97,97,91
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,56,NA,98,98,90
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,56,NA,98,98,90
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,56,NA,98,98,90
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,56,NA,94,94,94
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,56,NA,94,94,94
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,56,NA,96,96,92
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,56,NA,95,95,93
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,56,NA,97,97,91
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.104,-156.4767,56,NA,95,95,93
