year,day,month,doc,hdate,ID,bay,region,latitude,longitude,TL_mm,radius,age
2021,15,July,196,115,KDSP-1294,Baralof Bay,Shumagin Islands,55.2295,-160.5645,45,284.93,81
2021,15,July,196,128,KDSP-1296,Baralof Bay,Shumagin Islands,55.2295,-160.5645,39,213.25,68
2021,15,July,196,137,KDSP-1297,Baralof Bay,Shumagin Islands,55.2295,-160.5645,35,206.21,59
2021,15,July,196,127,KDSP-1298,Baralof Bay,Shumagin Islands,55.2303,-160.5486,43,272.13,69
2021,15,July,196,125,KDSP-1299,Baralof Bay,Shumagin Islands,55.2303,-160.5486,41,268.39,71
2021,15,July,196,122,KDSP-1300,Baralof Bay,Shumagin Islands,55.2303,-160.5486,44,250.23,74
2021,15,July,196,127,KDSP-1301,Baralof Bay,Shumagin Islands,55.2303,-160.5486,36,220.95,69
2021,15,July,196,132,KDSP-1302,Baralof Bay,Shumagin Islands,55.2303,-160.5486,40,209.88,64
2021,15,July,196,127,KDSP-1303,Baralof Bay,Shumagin Islands,55.2303,-160.5486,39,225.09,69
2021,15,July,196,128,KDSP-1304,Baralof Bay,Shumagin Islands,55.2303,-160.5486,35,216.61,68
2021,15,July,196,128,KDSP-1306,Baralof Bay,Shumagin Islands,55.2303,-160.5486,38,237.02,68
2021,15,July,196,133,KDSP-1307,Baralof Bay,Shumagin Islands,55.2303,-160.5486,36,243.48,63
2021,15,July,196,129,KDSP-1308,Baralof Bay,Shumagin Islands,55.2303,-160.5486,35,237.22,67
2021,15,July,196,123,KDSP-1309,Baralof Bay,Shumagin Islands,55.2303,-160.5486,38,262,73
2021,15,July,196,130,KDSP-1310,Baralof Bay,Shumagin Islands,55.2303,-160.5486,33,216.55,66
2021,15,July,196,121,KDSP-1311,Baralof Bay,Shumagin Islands,55.2303,-160.5486,40,226.98,75
2021,15,July,196,127,KDSP-1312,Baralof Bay,Shumagin Islands,55.2303,-160.5486,43,246.15,69
2021,15,July,196,115,KDSP-1313,Baralof Bay,Shumagin Islands,55.2303,-160.5486,47,285.35,81
2021,15,July,196,140,KDSP-1314,Baralof Bay,Shumagin Islands,55.2303,-160.5486,35,209.83,56
2021,15,July,196,125,KDSP-1315,Baralof Bay,Shumagin Islands,55.2303,-160.5486,36,207.39,71
2021,15,July,196,121,KDSP-1316,Baralof Bay,Shumagin Islands,55.2303,-160.5486,45,256.45,75
2021,15,July,196,126,KDSP-1317,Baralof Bay,Shumagin Islands,55.2303,-160.5486,44,270.5,70
2018,17,July,198,87,2011,Cook Bay,Eastern Kodiak,57.76952,-152.27667,55,368,112
2018,17,July,198,65,2016,Cook Bay,Eastern Kodiak,57.76952,-152.27667,62,438,134
2023,29,June,180,105,KDSP-1790,Cook Bay,Eastern Kodiak,57.7689,-152.2752,40,228.16,75
2023,29,June,180,93,KDSP-1791,Cook Bay,Eastern Kodiak,57.7689,-152.2752,43,296.75,87
2023,29,June,180,107,KDSP-1792,Cook Bay,Eastern Kodiak,57.7689,-152.2752,41,250.45,78
2023,29,June,180,112,KDSP-1794,Cook Bay,Eastern Kodiak,57.7689,-152.2752,42,223.63,68
2023,29,June,180,102,KDSP-1795,Cook Bay,Eastern Kodiak,57.7689,-152.2752,41,240.69,78
2023,29,June,180,99,KDSP-1796,Cook Bay,Eastern Kodiak,57.7689,-152.2752,43,264.79,81
2023,29,June,180,100,KDSP-1797,Cook Bay,Eastern Kodiak,57.7689,-152.2752,42,237.56,80
2023,29,June,180,102,KDSP-1798,Cook Bay,Eastern Kodiak,57.7689,-152.2752,39,241.56,78
2023,29,June,180,102,KDSP-1800,Cook Bay,Eastern Kodiak,57.7689,-152.2752,39,264.84,78
2023,29,June,180,100,KDSP-1801,Cook Bay,Eastern Kodiak,57.7689,-152.2752,42,265.01,80
2023,29,June,180,90,KDSP-1802,Cook Bay,Eastern Kodiak,57.7689,-152.2752,43,306.34,90
2023,29,June,180,104,KDSP-1803,Cook Bay,Eastern Kodiak,57.7689,-152.2752,37,247.64,76
2023,29,June,180,100,KDSP-1804,Cook Bay,Eastern Kodiak,57.7689,-152.2752,42,263.54,80
2023,29,June,180,106,KDSP-1805,Cook Bay,Eastern Kodiak,57.7689,-152.2752,38,246.05,74
2023,29,June,180,97,KDSP-1807,Cook Bay,Eastern Kodiak,57.7689,-152.2752,45,250.28,83
2023,29,June,180,102,KDSP-1808,Cook Bay,Eastern Kodiak,57.7689,-152.2752,43,232.11,78
2023,29,June,180,101,KDSP-1809,Cook Bay,Eastern Kodiak,57.7689,-152.2752,37,234.08,79
2023,29,June,180,101,KDSP-1810,Cook Bay,Eastern Kodiak,57.7689,-152.2752,40,241.52,79
2023,29,June,180,96,KDSP-1811,Cook Bay,Eastern Kodiak,57.7689,-152.2752,43,270.25,84
2023,29,June,180,99,KDSP-1812,Cook Bay,Eastern Kodiak,57.7689,-152.2752,45,272.17,81
2023,29,June,180,99,KDSP-1814,Cook Bay,Eastern Kodiak,57.7689,-152.2752,42,259.65,81
2020,2,July,184,89,EFH18-19-247,Cook Bay,Eastern Kodiak,57.7686,-152.2738,56,367.64,95
2020,2,July,184,83,EFH18-19-249,Cook Bay,Eastern Kodiak,57.7686,-152.2738,61,379.85,101
2020,2,July,184,88,EFH18-19-250,Cook Bay,Eastern Kodiak,57.7686,-152.2738,56,371.97,96
2020,2,July,184,92,EFH18-19-251,Cook Bay,Eastern Kodiak,57.7686,-152.2738,56,342.24,92
2020,2,July,184,88,EFH18-19-252,Cook Bay,Eastern Kodiak,57.7686,-152.2738,65,374.06,96
2020,2,July,184,96,EFH18-19-253,Cook Bay,Eastern Kodiak,57.7686,-152.2738,50,336.88,88
2020,2,July,184,90,EFH18-19-254,Cook Bay,Eastern Kodiak,57.7686,-152.2738,58,380.68,94
2020,2,July,184,97,EFH18-19-255,Cook Bay,Eastern Kodiak,57.7686,-152.2738,57,334.03,87
2020,2,July,184,93,EFH18-19-256,Cook Bay,Eastern Kodiak,57.7686,-152.2738,58,350.92,91
2020,2,July,184,84,EFH18-19-257,Cook Bay,Eastern Kodiak,57.7686,-152.2738,60,364.58,100
2020,2,July,184,81,EFH18-19-258,Cook Bay,Eastern Kodiak,57.7686,-152.2738,61,383.39,103
2020,2,July,184,90,EFH18-19-259,Cook Bay,Eastern Kodiak,57.7686,-152.2738,61,375.6,94
2020,2,July,184,95,EFH18-19-260,Cook Bay,Eastern Kodiak,57.7686,-152.2738,53,326.05,89
2020,2,July,184,91,EFH18-19-261,Cook Bay,Eastern Kodiak,57.7686,-152.2738,55,386.13,93
2020,2,July,184,91,EFH18-19-263,Cook Bay,Eastern Kodiak,57.7686,-152.2738,59,380.57,93
2020,2,July,184,89,EFH18-19-264,Cook Bay,Eastern Kodiak,57.7686,-152.2738,62,388.78,95
2020,2,July,184,92,EFH18-19-265,Cook Bay,Eastern Kodiak,57.7686,-152.2738,56,360.97,92
2020,2,July,184,87,EFH18-19-266,Cook Bay,Eastern Kodiak,57.7686,-152.2738,59,364.15,97
2022,15,July,195,78,BL3541,Cook Bay,Eastern Kodiak,57.77927,-152.26307,61,450.06,117
2022,15,July,195,104,BL3545,Cook Bay,Eastern Kodiak,57.77927,-152.26307,49,358,91
2022,15,July,195,110,BL3549,Cook Bay,Eastern Kodiak,57.77927,-152.26307,52,322.7,85
2022,15,July,195,85,BL3554,Cook Bay,Eastern Kodiak,57.77927,-152.26307,66,422.12,110
2022,15,July,195,107,BL3555,Cook Bay,Eastern Kodiak,57.77927,-152.26307,51,323.08,88
2022,15,July,195,112,BL3557,Cook Bay,Eastern Kodiak,57.77462,-152.25735,42,271.3,83
2022,15,July,195,89,BL3558,Cook Bay,Eastern Kodiak,57.77462,-152.25735,67,413.8,106
2022,15,July,195,62,BL3562,Cook Bay,Eastern Kodiak,57.77462,-152.25735,71,550.56,133
2022,15,July,195,104,BL3565,Cook Bay,Eastern Kodiak,57.77927,-152.26307,51,336.76,91
2022,15,July,195,104,BL3567,Cook Bay,Eastern Kodiak,57.77927,-152.26307,50,320.18,91
2022,16,July,196,111,BL3570,Cook Bay,Eastern Kodiak,57.782,-152.24778,56,349.83,85
2018,29,July,210,99,KDSP-172,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,54,412.8,111
2018,29,July,210,104,KDSP-173,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,50,407.73,106
2018,29,July,210,115,KDSP-174,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,43,358.59,95
2018,29,July,210,107,KDSP-175,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,40,332.4,103
2018,29,July,210,112,KDSP-177,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,42,341.83,98
2018,30,July,211,104,KDSP-183,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,50,412.93,107
2018,30,July,211,105,KDSP-184,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,53,423.97,106
2018,30,July,211,116,KDSP-185,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,40,301.87,95
2018,30,July,211,106,KDSP-186,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,45,350.73,105
2018,30,July,211,56,KDSP-196,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,92,661.55,155
2018,30,July,211,66,KDSP-198,Falmouth Bay,Shumagin Islands,55.0684,-160.1125,85,596.51,145
2018,30,July,211,95,KDSP-199,Falmouth Bay,Shumagin Islands,55.0684,-160.1125,66,516.47,116
2018,30,July,211,115,KDSP-201,Falmouth Bay,Shumagin Islands,55.0684,-160.1125,42,308.41,96
2018,30,July,211,118,KDSP-202,Falmouth Bay,Shumagin Islands,55.0684,-160.1125,40,292.21,93
2018,30,July,211,85,KDSP-75,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,83,568.53,126
2018,30,July,211,92,KDSP-76,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,65,485.47,119
2018,30,July,211,48,KDSP-77,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,91,653.47,163
2018,30,July,211,111,KDSP-78,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,53,359.54,100
2018,30,July,211,104,KDSP-79,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,55,380.11,107
2018,30,July,211,79,KDSP-80,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,72,553.84,132
2018,30,July,211,97,KDSP-81,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,77,530.4,114
2018,30,July,211,100,KDSP-83,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,56,391.99,111
2018,30,July,211,114,KDSP-84,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,53,356.51,97
2019,23,July,204,137,KDSP-559,Falmouth Bay,Shumagin Islands,55.0686,-160.1126,36,238.42,67
2019,23,July,204,98,KDSP-560,Falmouth Bay,Shumagin Islands,55.0686,-160.1126,61,456.21,106
2019,23,July,204,97,KDSP-561,Falmouth Bay,Shumagin Islands,55.0686,-160.1126,62,462.38,107
2019,23,July,204,103,KDSP-562,Falmouth Bay,Shumagin Islands,55.0686,-160.1126,58,468.38,101
2019,23,July,204,102,KDSP-563,Falmouth Bay,Shumagin Islands,55.0686,-160.1126,66,451.08,102
2020,19,July,201,102,KDSP-937,Falmouth Bay,Shumagin Islands,55.0685,-160.1126,52,388.53,99
2020,19,July,201,111,KDSP-938,Falmouth Bay,Shumagin Islands,55.0685,-160.1126,45,340.16,90
2020,19,July,201,131,KDSP-939,Falmouth Bay,Shumagin Islands,55.0685,-160.1126,38,254.91,70
2020,19,July,201,119,KDSP-941,Falmouth Bay,Shumagin Islands,55.0685,-160.1126,44,283.4,82
2020,19,July,201,109,KDSP-942,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,50,327.12,92
2020,19,July,201,117,KDSP-943,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,48,299.85,84
2020,19,July,201,109,KDSP-944,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,44,337.57,92
2020,19,July,201,107,KDSP-946,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,50,326.41,94
2020,19,July,201,103,KDSP-947,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,51,378.06,98
2020,19,July,201,114,KDSP-948,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,50,305.96,87
2020,19,July,201,111,KDSP-949,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,46,345.98,90
2020,19,July,201,115,KDSP-950,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,52,314,86
2020,19,July,201,110,KDSP-951,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,45,333.92,91
2020,19,July,201,116,KDSP-952,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,48,310.57,85
2020,19,July,201,118,KDSP-953,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,47,282.1,83
2020,19,July,201,113,KDSP-954,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,48,348.7,88
2020,19,July,201,116,KDSP-955,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,50,330,85
2020,19,July,201,120,KDSP-956,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,44,295.3,81
2020,19,July,201,130,KDSP-957,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,39,241.19,71
2020,19,July,201,117,KDSP-959,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,44,304.07,84
2020,19,July,201,120,KDSP-960,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,45,294.09,81
2021,17,July,198,129,KDSP-1261,Falmouth Bay,Shumagin Islands,55.0689,-160.1297,42,240.48,69
2021,17,July,198,127,KDSP-1262,Falmouth Bay,Shumagin Islands,55.0689,-160.1297,40,263.44,71
2021,17,July,198,128,KDSP-1263,Falmouth Bay,Shumagin Islands,55.0689,-160.1297,41,274.37,70
2021,17,July,198,137,KDSP-1264,Falmouth Bay,Shumagin Islands,55.0689,-160.1297,35,191.25,61
2021,17,July,198,129,KDSP-1265,Falmouth Bay,Shumagin Islands,55.0689,-160.1297,38,241.72,69
2021,17,July,198,134,KDSP-1267,Falmouth Bay,Shumagin Islands,55.0668,-160.1269,33,214.4,64
2022,14,July,195,95,KDSP-1548.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,53,405.89,100
2022,14,July,195,94,KDSP-1551.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,53,367.31,101
2022,14,July,195,102,KDSP-1552.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,46,330.35,93
2022,14,July,195,113,KDSP-1553.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,47,300.12,82
2022,14,July,195,101,KDSP-1554.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,58,347.92,94
2022,14,July,195,98,KDSP-1555.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,52,361.36,97
2022,14,July,195,107,KDSP-1556.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,46,304,88
2022,14,July,195,117,KDSP-1557.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,42,297.37,78
2022,14,July,195,100,KDSP-1559.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,52,353.27,95
2022,14,July,195,113,KDSP-1560.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,49,303.08,82
2022,14,July,195,112,KDSP-1561.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,47,312.08,83
2022,14,July,195,104,KDSP-1563.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,51,341.67,91
2022,14,July,195,109,KDSP-1565.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,47,322.08,86
2022,14,July,195,109,KDSP-1566.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,42,298.3,86
2022,14,July,195,107,KDSP-1567.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,45,310.32,88
2022,14,July,195,103,KDSP-1568.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,45,319.93,92
2022,14,July,195,102,KDSP-1569.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,53,360.54,93
2022,14,July,195,111,KDSP-1571.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,49,305.82,84
2022,14,July,195,115,KDSP-1573.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,37,262.24,80
2022,14,July,195,128,KDSP-1574.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,34,231.64,67
2022,14,July,195,125,KDSP-1575.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,34,205.16,70
2022,14,July,195,121,KDSP-1576.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,37,251.24,74
2022,14,July,195,115,KDSP-1577.2,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,41,277.92,80
2023,19,July,200,90,KDSP-1998.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,71,458.17,110
2023,19,July,200,95,KDSP-1999.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,72,402.82,105
2023,19,July,200,87,KDSP-2000.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,68,434.02,113
2023,19,July,200,81,KDSP-2001.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,69,445.19,119
2023,19,July,200,100,KDSP-2002.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,63,411.48,100
2023,19,July,200,106,KDSP-2003.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,67,382.57,94
2023,19,July,200,96,KDSP-2005.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,65,425.7,104
2023,19,July,200,91,KDSP-2006.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,66,420.77,109
2023,19,July,200,99,KDSP-2007.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,65,378.99,101
2023,19,July,200,85,KDSP-2009.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,68,451.3,115
2023,19,July,200,92,KDSP-2010.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,62,411.61,108
2023,19,July,200,90,KDSP-2011.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,64,423.31,110
2023,19,July,200,97,KDSP-2012.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,68,404.18,103
2023,19,July,200,96,KDSP-2013.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,64,395.97,104
2023,19,July,200,92,KDSP-2014.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,68,393.85,108
2023,19,July,200,94,KDSP-2015.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,65,401.88,106
2023,19,July,200,92,KDSP-2017.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,68,433.89,108
2023,19,July,200,79,KDSP-2018.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,71,504.22,121
2023,19,July,200,86,KDSP-2019.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,63,434.97,114
2023,19,July,200,88,KDSP-2021.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,60,440.09,112
2023,19,July,200,97,KDSP-2022.2,Falmouth Bay,Shumagin Islands,55.0695,-160.114,61,417.73,103
2018,9,July,190,64,KDSP-492,Kaiugnak Bay,Kaiugnak Bay,57.057,-153.7047,62,399.86,126
2018,9,July,190,104,KDSP-497,Kaiugnak Bay,Kaiugnak Bay,57.057,-153.7047,42,274.02,86
2018,9,July,190,78,KDSP-499,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,63,413.77,112
2018,9,July,190,76,KDSP-500,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,64,420.37,114
2018,9,July,190,87,KDSP-501,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,60,389.78,103
2018,9,July,190,88,KDSP-504,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,49,336.96,102
2018,9,July,190,83,KDSP-505,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,55,358.58,107
2018,9,July,190,106,KDSP-507,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,48,333.19,84
2018,9,July,190,101,KDSP-511,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,55,364.51,89
2018,9,July,190,80,KDSP-512,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,55,378.11,110
2018,9,July,190,81,KDSP-514,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,55,394.22,109
2019,7,Aug,219,111,KDSP-433.2,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6528,65,446.26,108
2019,7,Aug,219,86,KDSP-438.2,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6528,77,606.36,133
2019,7,Aug,219,110,KDSP-439.2,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6528,74,495.14,109
2019,7,Aug,219,124,KDSP-441.2,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6528,61,430.14,95
2019,7,Aug,219,100,KDSP-442.2,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6528,80,536.74,119
2019,7,Aug,219,102,KDSP-443.2,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6528,73,520.14,117
2019,7,Aug,219,96,KDSP-444.2,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6528,76,552.74,123
2019,7,Aug,219,104,KDSP-446.2,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6528,64,503.6,115
2019,7,Aug,219,109,KDSP-449.2,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6528,75,495.12,110
2019,7,Aug,219,102,KDSP-456.2,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6528,67,469.75,117
2019,7,Aug,219,116,KDSP-457.2,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6528,62,421.48,103
2019,7,Aug,219,86,KDSP-462.2,Kaiugnak Bay,Kaiugnak Bay,57.0571,-153.7032,84,551.05,133
2019,7,Aug,219,75,KDSP-463.2,Kaiugnak Bay,Kaiugnak Bay,57.0571,-153.7032,79,631.6,144
2019,7,Aug,219,95,KDSP-464.2,Kaiugnak Bay,Kaiugnak Bay,57.0571,-153.7032,80,553.51,124
2019,7,Aug,219,99,KDSP-465.2,Kaiugnak Bay,Kaiugnak Bay,57.0571,-153.7032,76,527.05,120
2019,7,Aug,219,100,KDSP-467.2,Kaiugnak Bay,Kaiugnak Bay,57.0571,-153.7032,81,508.53,119
2019,7,Aug,219,125,KDSP-470.2,Kaiugnak Bay,Kaiugnak Bay,57.0571,-153.7032,61,416.61,94
2019,7,Aug,219,95,KDSP-478.2,Kaiugnak Bay,Kaiugnak Bay,57.0571,-153.7032,75,544.72,124
2019,7,Aug,219,79,KDSP-479.2,Kaiugnak Bay,Kaiugnak Bay,57.0571,-153.7032,89,678.53,140
2019,7,Aug,219,78,KDSP-480.2,Kaiugnak Bay,Kaiugnak Bay,57.0571,-153.7032,85,606.32,141
2019,7,Aug,219,86,KDSP-481.2,Kaiugnak Bay,Kaiugnak Bay,57.0571,-153.7032,79,554.58,133
2019,7,Aug,219,104,KDSP-482.2,Kaiugnak Bay,Kaiugnak Bay,57.0571,-153.7032,63,498.34,115
2020,1,Aug,214,85,KDSP-789,Kaiugnak Bay,Kaiugnak Bay,57.0607,-153.7055,75,540.74,129
2020,1,Aug,214,89,KDSP-790,Kaiugnak Bay,Kaiugnak Bay,57.0607,-153.7055,81,561.02,125
2020,1,Aug,214,93,KDSP-793,Kaiugnak Bay,Kaiugnak Bay,57.0607,-153.7055,74,489.74,121
2020,1,Aug,214,89,KDSP-795,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,69,563.24,125
2020,1,Aug,214,84,KDSP-796,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,70,560.12,130
2020,1,Aug,214,92,KDSP-797,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,79,526.69,122
2020,1,Aug,214,106,KDSP-798,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,67,432.37,108
2020,1,Aug,214,82,KDSP-799,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,85,567.51,132
2020,1,Aug,214,85,KDSP-800,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,75,551.52,129
2020,1,Aug,214,96,KDSP-801,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,75,515.46,118
2020,1,Aug,214,104,KDSP-803,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,75,486.47,110
2020,1,Aug,214,119,KDSP-804,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,52,372.82,95
2020,1,Aug,214,90,KDSP-805,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,79,507.77,124
2020,1,Aug,214,72,KDSP-806,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,86,640.01,142
2020,1,Aug,214,70,KDSP-807,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,81,608.1,144
2020,1,Aug,214,70,KDSP-808,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,81,590.88,144
2020,1,Aug,214,102,KDSP-809,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,72,469.12,112
2020,1,Aug,214,86,KDSP-810,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,71,547.37,128
2020,1,Aug,214,95,KDSP-811,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,65,493.03,119
2021,4,Aug,216,96,KDSP-1099,Kaiugnak Bay,Kaiugnak Bay,57.0573,-153.6351,78,547.66,120
2021,4,Aug,216,107,KDSP-1100,Kaiugnak Bay,Kaiugnak Bay,57.0573,-153.6351,77,447.23,109
2021,4,Aug,216,113,KDSP-1101,Kaiugnak Bay,Kaiugnak Bay,57.0573,-153.6351,59,399.06,103
2021,4,Aug,216,77,KDSP-1103,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,89,593.63,139
2021,4,Aug,216,111,KDSP-1105,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,75,443.86,105
2021,4,Aug,216,117,KDSP-1106,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,58,393.2,99
2021,4,Aug,216,82,KDSP-1107,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,82,561.46,134
2021,4,Aug,216,135,KDSP-1108,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,55,355.65,81
2021,4,Aug,216,120,KDSP-1109,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,62,403.61,96
2021,4,Aug,216,97,KDSP-1111,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,70,513.57,119
2021,4,Aug,216,129,KDSP-1112,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,57,378.55,87
2021,4,Aug,216,118,KDSP-1114,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,67,417.37,98
2021,4,Aug,216,102,KDSP-1115,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,71,467.84,114
2021,4,Aug,216,120,KDSP-1116,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,60,399.43,96
2021,4,Aug,216,104,KDSP-1117,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,61,432.67,112
2021,4,Aug,216,118,KDSP-1118,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,61,393.8,98
2021,4,Aug,216,98,KDSP-1119,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,67,512.3,118
2021,4,Aug,216,87,KDSP-1120,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,71,521.1,129
2021,4,Aug,216,88,KDSP-1123,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,79,552.17,128
